Category,Fuel,Segment,Euro Standard,Technology,Pollutant,Mode,Road Slope,Load,Min Speed [km/h],Max Speed [km/h],Alpha,Beta,Gamma,Delta,Epsilon,Zita,Hta,Reduction Factor [%],Bio Reduction Factor [%],40,EF [g/km] or ECF [MJ/km]
Passenger Cars,Petrol,Mini,Euro 4,GDI,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 4,PFI,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 5,GDI,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 5,PFI,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 6 up to 2016,GDI,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 6 up to 2016,PFI,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 6 up to 2016,GDI+GPF,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 6 2017-2019,GDI,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 6 2017-2019,PFI,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 6 2017-2019,GDI+GPF,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 6 2020+,GDI,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 6 2020+,PFI,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Mini,Euro 6 2020+,GDI+GPF,EC,,,,5.0,130.0,0.0050823704040405,-0.2720371338060150,17.9186136039889000,0.0000000000003375,0.0008372940477115,0.0971261095345315,3.7213068787177500,0.0%,0.0%,40,1.6956
Passenger Cars,Petrol,Small,PRE ECE,,EC,,,,10.0,130.0,0.0006900973095142,-0.0761274068932322,3.0137283450793900,45.5764697402031000,0.0001670305510955,-0.0191365533073810,1.2489401512979100,0.0%,0.0%,40,2.9467
Passenger Cars,Petrol,Small,ECE 15/00-01,,EC,,,,10.0,130.0,0.0008733700926148,-0.1121864655963280,8.5131847229590400,84.8873032742552000,-0.0000852455843978,0.0162117300917882,2.4595168931827800,0.0%,0.0%,40,2.5391
Passenger Cars,Petrol,Small,ECE 15/02,,EC,,,,10.0,130.0,0.0018971050999414,-0.1255977550443180,22.8490074871493000,50.4565662453306000,-0.0009963382148189,0.2032495362548850,2.8859611400755900,0.0%,0.0%,40,2.3479
Passenger Cars,Petrol,Small,ECE 15/03,,EC,,,,10.0,130.0,0.0018971050999414,-0.1255977550443180,22.8490074871493000,50.4565662453306000,-0.0009963382148189,0.2032495362548850,2.8859611400755900,0.0%,0.0%,40,2.3479
Passenger Cars,Petrol,Small,ECE 15/04,,EC,,,,10.0,130.0,-0.0005633139087297,0.0987171656571153,1.9369918681371500,-18.6256908014546000,-0.0005541516430940,0.0905574024966980,-0.6477440349320440,0.0%,0.0%,40,2.1642
Passenger Cars,Petrol,Small,Improved Conventional,,EC,,,,10.0,130.0,0.0673923747804636,-7.3094806492656400,417.4180013325320000,-0.0000000000433962,-0.0000000000000003,0.0000000000000563,118.4271217907050000,0.0%,0.0%,40,1.9663
Passenger Cars,Petrol,Small,Open Loop,,EC,,,,10.0,130.0,0.0550818289231337,-6.5109546496939400,402.7564499494730000,0.0000000609201761,0.0000000000001509,-0.0000000000558635,107.5489703027950000,0.0%,0.0%,40,2.1427
Passenger Cars,Petrol,Small,Euro 1,,EC,,,,5.0,130.0,0.0000000000000049,0.0748169603286574,12.1983738788344000,0.0000000000275617,-0.0010575765380685,0.1887854426061320,1.4627614634482100,0.0%,0.0%,40,2.0747
Passenger Cars,Petrol,Small,Euro 2,,EC,,,,5.0,130.0,0.0012058890063839,-0.0476767169682851,17.5002225972279000,0.0000000000219296,-0.0009632190631868,0.2055991071112660,1.9264381263800200,0.0%,0.0%,40,2.0353
Passenger Cars,Petrol,Small,Euro 3,GDI,EC,,,,5.0,130.0,0.0004824870970817,0.0404481579668006,16.3956381803513000,0.0000000000242217,-0.0009984064069910,0.2049825543564290,2.2088637322918600,0.0%,0.0%,40,2.1321
Passenger Cars,Petrol,Small,Euro 3,PFI,EC,,,,5.0,130.0,0.0004824870970817,0.0404481579668006,16.3956381803513000,0.0000000000242217,-0.0009984064069910,0.2049825543564290,2.2088637322918600,0.0%,0.0%,40,2.1321
Passenger Cars,Petrol,Small,Euro 4,GDI,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 4,PFI,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 5,GDI,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 5,PFI,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 6 up to 2016,PFI,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 6 up to 2016,GDI+GPF,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 6 2017-2019,GDI,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 6 2017-2019,PFI,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 6 2017-2019,GDI+GPF,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 6 2020+,GDI,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 6 2020+,PFI,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Small,Euro 6 2020+,GDI+GPF,EC,,,,5.0,130.0,0.0047973873956361,-0.2533296240908690,20.9516093226689000,0.0000000000002541,0.0008008825094374,0.0913287072165368,3.5126425852514700,0.0%,0.0%,40,2.1894
Passenger Cars,Petrol,Medium,PRE ECE,,EC,,,,10.0,130.0,0.0000933654111884,-0.0097058404984300,0.3561305326318360,5.9258687669742000,0.0000190143561932,-0.0020590142046832,0.1288343540700690,0.0%,0.0%,40,3.4517
Passenger Cars,Petrol,Medium,ECE 15/00-01,,EC,,,,10.0,130.0,0.0004907341276270,-0.0514270669939315,2.0270830736032500,45.0616243067173000,0.0000921087283341,-0.0094519246987080,0.8705003028984580,0.0%,0.0%,40,2.9411
Passenger Cars,Petrol,Medium,ECE 15/02,,EC,,,,10.0,130.0,0.0008640488859532,-0.0740019447228434,4.2457520484050100,42.5570699228767000,0.0000399056698651,0.0086777062209152,0.9834700920370010,0.0%,0.0%,40,2.6764
Passenger Cars,Petrol,Medium,ECE 15/03,,EC,,,,10.0,130.0,0.0008640488859532,-0.0740019447228434,4.2457520484050100,42.5570699228767000,0.0000399056698651,0.0086777062209152,0.9834700920370010,0.0%,0.0%,40,2.6764
Passenger Cars,Petrol,Medium,ECE 15/04,,EC,,,,10.0,130.0,0.0001066293847298,-0.0207173118068190,1.0158060308382000,30.5297675541905000,0.0000444298464262,-0.0109441623759040,0.7894376575205670,0.0%,0.0%,40,2.6515
Passenger Cars,Petrol,Medium,Improved Conventional,,EC,,,,10.0,130.0,2.8626000264867200,-341.9965091157760000,18691.0942914218000000,0.0000920996305880,0.0000000003958458,-0.0000000820338713,3846.7637632140100000,0.0%,0.0%,40,2.4934
Passenger Cars,Petrol,Medium,Open Loop,,EC,,,,10.0,130.0,0.0531673176754131,-6.2661481546104100,346.8534534066010000,0.0000000075956302,0.0000000000000127,-0.0000000000060181,72.2968266600251000,0.0%,0.0%,40,2.5074
Passenger Cars,Petrol,Medium,Euro 1,,EC,,,,5.0,130.0,0.0000000000006507,0.0047779164120096,2.7528524961230600,0.0000000037107612,-0.0001695959871362,0.0281188886259688,0.3152341777745400,0.0%,0.0%,40,2.5191
Passenger Cars,Petrol,Medium,Euro 2,,EC,,,,5.0,130.0,0.0000378782017632,0.0241208667719312,3.0691036520220700,0.0000000000968244,-0.0001841822300790,0.0438272582533741,0.2021758837548730,0.0%,0.0%,40,2.4657
Passenger Cars,Petrol,Medium,Euro 3,GDI,EC,,,,5.0,130.0,0.0001247781663608,0.0032778115537657,2.8065487154224700,0.0000000031997631,-0.0001243589778489,0.0283573917312884,0.2953894974802350,0.0%,0.0%,40,2.5492
Passenger Cars,Petrol,Medium,Euro 3,PFI,EC,,,,5.0,130.0,0.0001247781663608,0.0032778115537657,2.8065487154224700,0.0000000031997631,-0.0001243589778489,0.0283573917312884,0.2953894974802350,0.0%,0.0%,40,2.5492
Passenger Cars,Petrol,Medium,Euro 4,GDI,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 4,PFI,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 5,GDI,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 5,PFI,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 6 up to 2016,GDI,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 6 up to 2016,PFI,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 6 up to 2016,GDI+GPF,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 6 2017-2019,GDI,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 6 2017-2019,PFI,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 6 2017-2019,GDI+GPF,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 6 2020+,GDI,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 6 2020+,PFI,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Medium,Euro 6 2020+,GDI+GPF,EC,,,,5.0,130.0,0.0001317230067785,0.0054859592952839,2.6191950512566000,0.0000000017277461,-0.0000850415012700,0.0235843840674060,0.3442975778338790,0.0%,0.0%,40,2.6479
Passenger Cars,Petrol,Large-SUV-Executive,PRE ECE,,EC,,,,10.0,130.0,0.0002309777908056,-0.0222511451652470,0.7029281282507080,16.6133248595622000,0.0000456724968689,-0.0046622469118477,0.2556710220471220,0.0%,0.0%,40,4.2021
Passenger Cars,Petrol,Large-SUV-Executive,ECE 15/00-01,,EC,,,,10.0,130.0,0.0001519942074390,-0.0136112660155605,0.5099797975826860,13.8232044128637000,0.0000252768565240,-0.0018264150765101,0.2061396584288930,0.0%,0.0%,40,3.1943
Passenger Cars,Petrol,Large-SUV-Executive,ECE 15/02,,EC,,,,10.0,130.0,0.0011419916588426,-0.0675416766916994,10.0108096977178000,1.2003621924139700,-0.0002748082549923,0.0713257587992326,0.3366023973321580,0.0%,0.0%,40,3.3333
Passenger Cars,Petrol,Large-SUV-Executive,ECE 15/03,,EC,,,,10.0,130.0,0.0011419916588426,-0.0675416766916994,10.0108096977178000,1.2003621924139700,-0.0002748082549923,0.0713257587992326,0.3366023973321580,0.0%,0.0%,40,3.3333
Passenger Cars,Petrol,Large-SUV-Executive,ECE 15/04,,EC,,,,10.0,130.0,0.0002434072687512,-0.0231576440562883,0.7569926386153180,16.4820848606532000,0.0000526626460633,-0.0051747000516869,0.3282871530201650,0.0%,0.0%,40,3.0755
Passenger Cars,Petrol,Large-SUV-Executive,Euro 1,,EC,,,,5.0,130.0,0.0000000000001370,-0.0005614929057767,3.0321853182651300,0.0000000008317849,-0.0001342929753689,0.0208967096277910,0.3011053261216700,0.0%,0.0%,40,3.2640
Passenger Cars,Petrol,Large-SUV-Executive,Euro 2,,EC,,,,5.0,130.0,0.0000000000004059,0.0424124947875625,3.4220602087591800,0.0000000042434928,-0.0001843808843607,0.0441412071306986,0.0507936321956803,0.0%,0.0%,40,3.3643
Passenger Cars,Petrol,Large-SUV-Executive,Euro 3,GDI,EC,,,,5.0,130.0,0.0000000000009984,0.0054167833266946,2.7345858246988800,0.0000000034687003,-0.0001156991761883,0.0222517393363268,0.2466933409905860,0.0%,0.0%,40,3.1012
Passenger Cars,Petrol,Large-SUV-Executive,Euro 3,PFI,EC,,,,5.0,130.0,0.0000000000009984,0.0054167833266946,2.7345858246988800,0.0000000034687003,-0.0001156991761883,0.0222517393363268,0.2466933409905860,0.0%,0.0%,40,3.1012
Passenger Cars,Petrol,Large-SUV-Executive,Euro 4,GDI,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 4,PFI,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 5,GDI,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 5,PFI,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 6 up to 2016,GDI,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 6 up to 2016,PFI,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 6 up to 2016,GDI+GPF,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 6 2017-2019,GDI,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 6 2017-2019,PFI,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 6 2017-2019,GDI+GPF,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 6 2020+,GDI,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 6 2020+,PFI,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,Large-SUV-Executive,Euro 6 2020+,GDI+GPF,EC,,,,5.0,130.0,0.0000000000006999,-0.0015618975523410,3.2452461352701200,0.0000000028501276,-0.0001082013428697,0.0189352350706533,0.2600993830068790,0.0%,0.0%,40,3.7693
Passenger Cars,Petrol,2-Stroke,Conventional,,EC,Urban Peak,,,10.0,130.0,0.0000000000000000,0.0000000000000000,4.8800000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.0%,0.0%,40,4.8800
Passenger Cars,Petrol,2-Stroke,Conventional,,EC,Urban Off Peak,,,10.0,130.0,0.0000000000000000,0.0000000000000000,4.8800000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.0%,0.0%,40,4.8800
Passenger Cars,Petrol,2-Stroke,Conventional,,EC,Rural,,,10.0,130.0,0.0000000000000000,0.0000000000000000,2.8900000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.0%,0.0%,40,2.8900
Passenger Cars,Petrol,2-Stroke,Conventional,,EC,Highway,,,10.0,130.0,0.0000000000000000,0.0000000000000000,2.4900000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.0%,0.0%,40,2.4900
Passenger Cars,Diesel,Mini,Euro 4,DPF,EC,,,,10.0,130.0,0.0092157392497589,0.1107345743844520,18.2129234184957000,-0.0000000000065560,0.0012925438097679,0.6313415308437450,0.8531642308696410,0.0%,0.0%,40,1.3270
Passenger Cars,Diesel,Mini,Euro 5,DPF,EC,,,,10.0,130.0,0.0092157392497589,0.1107345743844520,18.2129234184957000,-0.0000000000065560,0.0012925438097679,0.6313415308437450,0.8531642308696410,0.0%,0.0%,40,1.3270
Passenger Cars,Diesel,Mini,Euro 6 up to 2016,DPF,EC,,,,10.0,130.0,0.0092157392497589,0.1107345743844520,18.2129234184957000,-0.0000000000065560,0.0012925438097679,0.6313415308437450,0.8531642308696410,0.0%,0.0%,40,1.3270
Passenger Cars,Diesel,Mini,Euro 6 up to 2016,DPF+SCR,EC,,,,10.0,130.0,0.0092157392497589,0.1107345743844520,18.2129234184957000,-0.0000000000065560,0.0012925438097679,0.6313415308437450,0.8531642308696410,0.0%,0.0%,40,1.3270
Passenger Cars,Diesel,Mini,Euro 6 up to 2016,LNT+DPF,EC,,,,10.0,130.0,0.0092157392497589,0.1107345743844520,18.2129234184957000,-0.0000000000065560,0.0012925438097679,0.6313415308437450,0.8531642308696410,0.0%,0.0%,40,1.3270
Passenger Cars,Diesel,Mini,Euro 6 2017-2019,DPF,EC,,,,10.0,130.0,0.0092157392497589,0.1107345743844520,18.2129234184957000,-0.0000000000065560,0.0012925438097679,0.6313415308437450,0.8531642308696410,0.0%,0.0%,40,1.3270
